Sample,File,Log Likelihood,# of Tokens,Perplexity
1,chunk_2203.txt,2.821108102798462,470,16.795452117919922
2,chunk_50822.txt,2.7084312438964844,954,15.005717277526855
3,chunk_4352.txt,2.5890417098999023,765,13.317004203796387
4,chunk_57669.txt,2.782196283340454,535,16.154462814331055
5,chunk_42142.txt,3.669081926345825,104,39.215885162353516
6,chunk_44372.txt,2.4548349380493164,871,11.644511222839355
7,chunk_48094.txt,2.645587682723999,776,14.091723442077637
8,chunk_16891.txt,2.868467330932617,493,17.61000633239746
9,chunk_44182.txt,2.622896432876587,810,13.775565147399902
10,chunk_30231.txt,1.7683006525039673,570,5.8608856201171875
11,chunk_41229.txt,2.6922099590301514,704,14.76426887512207
12,chunk_32549.txt,1.8645780086517334,696,6.453212261199951
13,chunk_23252.txt,1.968664526939392,837,7.161107063293457
14,chunk_35644.txt,2.295189380645752,1467,9.926316261291504
15,chunk_6100.txt,2.4070041179656982,626,11.100655555725098
16,chunk_32165.txt,2.8439579010009766,810,17.183643341064453
17,chunk_53943.txt,2.472290277481079,787,11.849555015563965
18,chunk_40764.txt,1.7511481046676636,480,5.761213779449463
19,chunk_29772.txt,5.316479206085205,78,203.66555786132812
20,chunk_23752.txt,2.476001501083374,948,11.8936128616333
21,chunk_37803.txt,5.0520148277282715,80,156.33714294433594
22,chunk_41659.txt,2.1876096725463867,863,8.913880348205566
23,chunk_48924.txt,2.323672294616699,730,10.213111877441406
24,chunk_52060.txt,1.5017825365066528,1031,4.48968505859375
25,chunk_59527.txt,2.4410417079925537,539,11.484999656677246
26,chunk_13848.txt,2.6706435680389404,1148,14.449265480041504
27,chunk_17691.txt,3.024806261062622,450,20.590015411376953
28,chunk_22148.txt,2.843914747238159,582,17.18290138244629
29,chunk_25742.txt,2.555011749267578,602,12.871451377868652
30,chunk_19134.txt,1.5605095624923706,937,4.761246681213379
31,chunk_12334.txt,2.5129528045654297,1137,12.341318130493164
32,chunk_22776.txt,2.5978686809539795,530,13.435072898864746
33,chunk_6512.txt,2.9692704677581787,722,19.477705001831055
34,chunk_16752.txt,2.722001791000366,642,15.210740089416504
35,chunk_10429.txt,2.948409080505371,1034,19.075580596923828
36,chunk_26273.txt,2.768998146057129,800,15.94265365600586
37,chunk_23381.txt,3.0015103816986084,579,20.115896224975586
38,chunk_38762.txt,2.940516233444214,771,18.925613403320312
39,chunk_18038.txt,2.481126546859741,1638,11.954724311828613
40,chunk_49300.txt,2.6748464107513428,564,14.51012134552002
41,chunk_43091.txt,2.5018179416656494,683,12.20466136932373
42,chunk_6540.txt,2.420170783996582,1395,11.247779846191406
43,chunk_24226.txt,2.506810426712036,688,12.265745162963867
44,chunk_61668.txt,2.6015679836273193,896,13.484865188598633
45,chunk_36920.txt,2.426266670227051,362,11.31655502319336
46,chunk_43553.txt,2.6984853744506836,757,14.85721206665039
47,chunk_20245.txt,2.8741378784179688,830,17.71014976501465
48,chunk_51383.txt,2.724576234817505,658,15.249950408935547
49,chunk_45706.txt,2.7212772369384766,1041,15.199723243713379
50,chunk_46036.txt,3.1855225563049316,100,24.179920196533203
51,chunk_57260.txt,1.4214613437652588,345,4.143170356750488
52,chunk_15675.txt,2.7324414253234863,917,15.370367050170898
53,chunk_12576.txt,2.393237352371216,1015,10.948882102966309
54,chunk_19655.txt,2.7114758491516113,1363,15.051472663879395
55,chunk_19374.txt,2.661587953567505,1177,14.319009780883789
56,chunk_43405.txt,2.166616916656494,3504,8.728704452514648
57,chunk_54440.txt,2.8670237064361572,748,17.58460235595703
58,chunk_63098.txt,2.61822247505188,795,13.711329460144043
59,chunk_34225.txt,3.2110211849212646,763,24.80440330505371
60,chunk_19506.txt,2.186073064804077,974,8.90019416809082
61,chunk_219.txt,2.65675950050354,534,14.25003719329834
62,chunk_33894.txt,2.9106101989746094,559,18.368003845214844
63,chunk_25289.txt,2.9817702770233154,942,19.722700119018555
64,chunk_1347.txt,2.54803204536438,2877,12.7819242477417
65,chunk_39498.txt,2.631493091583252,952,13.894500732421875
66,chunk_52870.txt,2.47021746635437,882,11.825017929077148
67,chunk_38029.txt,10.056305885314941,61,23302.267578125
68,chunk_3463.txt,2.349482774734497,989,10.480148315429688
69,chunk_55195.txt,3.0007498264312744,558,20.100605010986328
70,chunk_56941.txt,3.1038336753845215,1157,22.283212661743164
71,chunk_16196.txt,2.9810824394226074,770,19.709138870239258
72,chunk_53957.txt,2.288239002227783,1290,9.857563018798828
73,chunk_7523.txt,2.8603720664978027,595,17.46802520751953
74,chunk_11147.txt,2.8210530281066895,800,16.794525146484375
75,chunk_33192.txt,2.6127333641052246,638,13.636273384094238
76,chunk_188.txt,2.6746885776519775,417,14.507830619812012
77,chunk_31399.txt,2.737471103668213,357,15.447869300842285
78,chunk_41317.txt,2.9601821899414062,834,19.30148696899414
79,chunk_38185.txt,3.09592342376709,1391,22.10764503479004
80,chunk_12091.txt,2.9363019466400146,859,18.846023559570312
81,chunk_32598.txt,2.575827121734619,877,13.142183303833008
82,chunk_50215.txt,2.760995626449585,1042,15.815582275390625
83,chunk_9608.txt,3.695535659790039,404,40.26713562011719
