Sample,File,Log Likelihood,# of Tokens,Perplexity
1,chunk_2203.txt,2.854572296142578,455,17.367008209228516
2,chunk_50822.txt,2.703923225402832,939,14.938222885131836
3,chunk_4352.txt,2.61441707611084,750,13.65925121307373
4,chunk_57669.txt,2.815446138381958,520,16.700626373291016
5,chunk_42142.txt,3.8881287574768066,89,48.81945037841797
6,chunk_44372.txt,2.4812469482421875,856,11.956164360046387
7,chunk_48094.txt,2.689971923828125,761,14.731263160705566
8,chunk_16891.txt,2.906768798828125,478,18.297578811645508
9,chunk_44182.txt,2.653196334838867,795,14.199352264404297
10,chunk_30231.txt,1.7951247692108154,555,6.020226001739502
11,chunk_41229.txt,2.7430477142333984,689,15.534257888793945
12,chunk_32549.txt,1.8767707347869873,681,6.532376289367676
13,chunk_23252.txt,1.9784603118896484,822,7.231600284576416
14,chunk_35644.txt,2.3222033977508545,1452,10.1981201171875
15,chunk_6100.txt,2.439797878265381,611,11.470722198486328
16,chunk_32165.txt,2.8811588287353516,795,17.834928512573242
17,chunk_53943.txt,2.4827840328216553,772,11.974555969238281
18,chunk_40764.txt,1.7689067125320435,465,5.864438533782959
19,chunk_29772.txt,5.524984836578369,63,250.88253784179688
20,chunk_23752.txt,2.5127482414245605,933,12.338793754577637
21,chunk_37803.txt,5.264981746673584,65,193.44277954101562
22,chunk_41659.txt,2.1985671520233154,848,9.012091636657715
23,chunk_48924.txt,2.355750560760498,715,10.546042442321777
24,chunk_52060.txt,1.504433512687683,1016,4.501603126525879
25,chunk_59527.txt,2.467937707901001,524,11.798090934753418
26,chunk_13848.txt,2.7101974487304688,1133,15.032243728637695
27,chunk_17691.txt,3.0552327632904053,435,21.226125717163086
28,chunk_22148.txt,2.8804879188537598,567,17.822967529296875
29,chunk_25742.txt,2.600267171859741,587,13.46733570098877
30,chunk_19134.txt,1.5811073780059814,922,4.860334873199463
31,chunk_12334.txt,2.5570099353790283,1122,12.897196769714355
32,chunk_22776.txt,2.6210672855377197,515,13.750391960144043
33,chunk_6512.txt,3.0100414752960205,707,20.28824234008789
34,chunk_16752.txt,2.7690701484680176,627,15.943801879882812
35,chunk_10429.txt,2.972240686416626,1019,19.53564453125
36,chunk_26273.txt,2.8161330223083496,785,16.712100982666016
37,chunk_23381.txt,3.055748701095581,564,21.237079620361328
38,chunk_38762.txt,2.959552049636841,756,19.289329528808594
39,chunk_18038.txt,2.4995203018188477,1623,12.176651000976562
40,chunk_49300.txt,2.718378782272339,549,15.155731201171875
41,chunk_43091.txt,2.5099220275878906,668,12.303971290588379
42,chunk_6540.txt,2.4387598037719727,1380,11.458820343017578
43,chunk_24226.txt,2.536602020263672,673,12.636659622192383
44,chunk_61668.txt,2.6323273181915283,881,13.906096458435059
45,chunk_36920.txt,2.485687494277954,347,12.009373664855957
46,chunk_43553.txt,2.7253925800323486,742,15.262405395507812
47,chunk_20245.txt,2.900279998779297,815,18.17923355102539
48,chunk_51383.txt,2.7497222423553467,643,15.638287544250488
49,chunk_45706.txt,2.7637667655944824,1026,15.859469413757324
50,chunk_46036.txt,3.43463134765625,85,31.019973754882812
51,chunk_57260.txt,1.4540809392929077,330,4.280547142028809
52,chunk_15675.txt,2.772470235824585,902,15.9981050491333
53,chunk_12576.txt,2.4200849533081055,1000,11.24681568145752
54,chunk_19655.txt,2.734907865524292,1348,15.408323287963867
55,chunk_19374.txt,2.704650640487671,1162,14.949092864990234
56,chunk_43405.txt,2.180075168609619,3489,8.84697151184082
57,chunk_54440.txt,2.8707587718963623,733,17.650405883789062
58,chunk_63098.txt,2.6690011024475098,780,14.425552368164062
59,chunk_34225.txt,3.230161190032959,748,25.283733367919922
60,chunk_19506.txt,2.208411455154419,959,9.101247787475586
61,chunk_219.txt,2.712925672531128,519,15.073310852050781
62,chunk_33894.txt,2.972545623779297,544,19.541603088378906
63,chunk_25289.txt,3.033432722091675,927,20.768402099609375
64,chunk_1347.txt,2.5696847438812256,2862,13.06170654296875
65,chunk_39498.txt,2.6630167961120605,937,14.339483261108398
66,chunk_52870.txt,2.485816478729248,867,12.010923385620117
67,chunk_38029.txt,11.331640243530273,46,83419.7421875
68,chunk_3463.txt,2.390739917755127,974,10.9215726852417
69,chunk_55195.txt,3.0171709060668945,543,20.43340301513672
70,chunk_56941.txt,3.1313726902008057,1142,22.905399322509766
71,chunk_16196.txt,3.020634889602661,755,20.50430679321289
72,chunk_53957.txt,2.328470230102539,1275,10.26223087310791
73,chunk_7523.txt,2.908316135406494,580,18.32591438293457
74,chunk_11147.txt,2.8501360416412354,785,17.29013442993164
75,chunk_33192.txt,2.6529176235198975,623,14.195395469665527
76,chunk_188.txt,2.709202527999878,402,15.017294883728027
77,chunk_31399.txt,2.783781051635742,342,16.180082321166992
78,chunk_41317.txt,2.9683029651641846,819,19.4588680267334
79,chunk_38185.txt,3.1121206283569336,1376,22.46864128112793
80,chunk_12091.txt,2.993758201599121,844,19.96055793762207
81,chunk_32598.txt,2.5885419845581055,862,13.310351371765137
82,chunk_50215.txt,2.77344012260437,1027,16.013628005981445
83,chunk_9608.txt,3.7258384227752686,389,41.50601577758789
84,chunk_57229.txt,2.4313151836395264,868,11.373830795288086
85,chunk_61066.txt,2.838616132736206,880,17.09209632873535
86,chunk_34210.txt,2.3479843139648438,907,10.464455604553223
87,chunk_28979.txt,2.9729907512664795,819,19.550302505493164
88,chunk_12361.txt,2.4102225303649902,1523,11.136438369750977
89,chunk_52889.txt,2.361032009124756,1639,10.601886749267578
90,chunk_12573.txt,2.8430423736572266,933,17.167917251586914
91,chunk_11740.txt,2.4972238540649414,478,12.148720741271973
92,chunk_15523.txt,3.013368844985962,512,20.35586166381836
93,chunk_11596.txt,2.7521777153015137,773,15.676734924316406
94,chunk_1465.txt,3.0886895656585693,588,21.94829559326172
95,chunk_12057.txt,2.6625313758850098,2400,14.332524299621582
96,chunk_32108.txt,2.8676681518554688,892,17.59593963623047
97,chunk_50844.txt,2.3878631591796875,854,10.890198707580566
98,chunk_47515.txt,2.9845705032348633,277,19.778005599975586
99,chunk_18682.txt,2.6959633827209473,489,14.819788932800293
100,chunk_61817.txt,3.0076355934143066,893,20.239490509033203
101,chunk_46907.txt,2.6171138286590576,1798,13.696137428283691
102,chunk_34369.txt,3.03659725189209,1557,20.834228515625
103,chunk_39339.txt,2.1363251209259033,1318,8.468260765075684
104,chunk_21926.txt,2.830963373184204,850,16.961793899536133
105,chunk_28775.txt,2.7454941272735596,774,15.572307586669922
106,chunk_42162.txt,2.2385506629943848,828,9.37972640991211
107,chunk_34988.txt,4.492856025695801,128,89.3763427734375
108,chunk_10199.txt,2.873170852661133,474,17.693031311035156
109,chunk_54793.txt,3.0692360401153564,176,21.525453567504883
110,chunk_45850.txt,2.7930643558502197,502,16.33098793029785
111,chunk_35541.txt,2.5094759464263916,797,12.298483848571777
112,chunk_37361.txt,2.4099135398864746,1321,11.1329984664917
113,chunk_53816.txt,2.7689261436462402,309,15.941506385803223
114,chunk_18707.txt,2.8952224254608154,910,18.0875244140625
115,chunk_14578.txt,2.7827870845794678,843,16.16400909423828
116,chunk_11439.txt,2.392052173614502,1911,10.9359130859375
117,chunk_34012.txt,2.305748701095581,409,10.031686782836914
118,chunk_25535.txt,3.0547845363616943,506,21.21661376953125
119,chunk_59741.txt,2.890742778778076,389,18.00667953491211
120,chunk_3755.txt,3.1164751052856445,270,22.566694259643555
121,chunk_25873.txt,2.864532470703125,767,17.540851593017578
122,chunk_46374.txt,3.261324882507324,818,26.08407211303711
123,chunk_51520.txt,3.4985151290893555,309,33.066314697265625
124,chunk_28270.txt,2.2264089584350586,836,9.26653003692627
125,chunk_34737.txt,2.4019615650177,1075,11.044820785522461
